,source,drugid,protid,label
18130,bindingdb,DR017110,PR000010,1
18131,bindingdb,DR017111,PR000265,1
18132,bindingdb,DR017112,PR000126,1
18133,bindingdb,DR017113,PR000103,1
18134,bindingdb,DR017114,PR000000,1
18135,bindingdb,DR017115,PR000008,1
18136,bindingdb,DR017116,PR000052,1
18137,bindingdb,DR017117,PR000047,1
18138,bindingdb,DR017118,PR000187,1
18139,bindingdb,DR017119,PR000062,1
18140,bindingdb,DR017120,PR000148,1
18141,bindingdb,DR017121,PR000406,1
18142,bindingdb,DR017122,PR000089,1
18143,bindingdb,DR017123,PR000077,1
18144,bindingdb,DR017124,PR000027,1
18145,bindingdb,DR014022,PR000097,1
18146,bindingdb,DR003460,PR000088,1
18147,bindingdb,DR015744,PR000005,1
18148,bindingdb,DR017125,PR000025,1
18149,bindingdb,DR017126,PR000026,1
18150,bindingdb,DR017127,PR000191,1
18151,bindingdb,DR017128,PR000093,1
18152,bindingdb,DR008460,PR000166,1
18153,bindingdb,DR017129,PR000143,1
18154,bindingdb,DR017130,PR000089,1
18155,bindingdb,DR017131,PR000028,1
18156,bindingdb,DR017132,PR000033,1
18157,bindingdb,DR017133,PR000048,1
18158,bindingdb,DR017134,PR000040,1
18159,bindingdb,DR017135,PR000069,1
18160,bindingdb,DR017136,PR000016,1
18161,bindingdb,DR017137,PR000003,1
18162,bindingdb,DR017138,PR000003,1
18163,bindingdb,DR017139,PR000089,1
18164,bindingdb,DR000354,PR000003,1
18165,bindingdb,DR017140,PR000052,1
18166,bindingdb,DR017141,PR000048,1
18167,bindingdb,DR017142,PR000105,1
18168,bindingdb,DR017143,PR000019,1
18169,bindingdb,DR017144,PR000014,1
18170,bindingdb,DR017145,PR000117,1
18171,bindingdb,DR017146,PR000000,1
18172,bindingdb,DR017147,PR000029,1
18173,bindingdb,DR017148,PR000066,1
18174,bindingdb,DR017149,PR000021,1
18175,bindingdb,DR017150,PR000089,1
18176,bindingdb,DR017151,PR000083,1
18177,bindingdb,DR007419,PR000007,1
18178,bindingdb,DR003929,PR000033,1
18179,bindingdb,DR017152,PR000179,1
18180,bindingdb,DR017153,PR000022,1
18181,bindingdb,DR017154,PR000177,1
18182,bindingdb,DR017155,PR000000,1
18183,bindingdb,DR017156,PR000027,1
18184,bindingdb,DR017157,PR000003,1
18185,bindingdb,DR017158,PR000025,1
18186,bindingdb,DR017159,PR000010,1
18187,bindingdb,DR017160,PR000178,1
18188,bindingdb,DR017161,PR000066,1
18189,bindingdb,DR017162,PR000094,1
18190,bindingdb,DR017163,PR000062,1
18191,bindingdb,DR017164,PR000032,1
18192,bindingdb,DR017165,PR000096,1
18193,bindingdb,DR000758,PR000102,1
18194,bindingdb,DR017166,PR000076,1
18195,bindingdb,DR006906,PR000007,1
18196,bindingdb,DR017167,PR000251,1
18197,bindingdb,DR017168,PR000003,1
18198,bindingdb,DR017169,PR000052,1
18199,bindingdb,DR017170,PR000021,1
18200,bindingdb,DR017171,PR000244,1
18201,bindingdb,DR017172,PR000052,1
18202,bindingdb,DR017173,PR000001,1
18203,bindingdb,DR005469,PR000016,1
18204,bindingdb,DR017174,PR000067,1
18205,bindingdb,DR017175,PR000000,1
18206,bindingdb,DR017176,PR000030,1
18207,bindingdb,DR017177,PR000061,1
18208,bindingdb,DR017178,PR000056,1
18209,bindingdb,DR017179,PR000126,1
18210,bindingdb,DR017180,PR000010,1
18211,bindingdb,DR017181,PR000029,1
18212,bindingdb,DR017182,PR000073,1
18213,bindingdb,DR017183,PR000003,1
18214,bindingdb,DR017184,PR000031,1
18215,bindingdb,DR017185,PR000030,1
18216,bindingdb,DR017186,PR000021,1
18217,bindingdb,DR017187,PR000407,1
18218,bindingdb,DR017188,PR000019,1
18219,bindingdb,DR017189,PR000030,1
18220,bindingdb,DR017190,PR000025,1
18221,bindingdb,DR017191,PR000112,1
18222,bindingdb,DR017192,PR000034,1
18223,bindingdb,DR017193,PR000180,1
18224,bindingdb,DR017194,PR000191,1
18225,bindingdb,DR017195,PR000065,1
18226,bindingdb,DR017196,PR000042,1
18227,bindingdb,DR001223,PR000107,1
18228,bindingdb,DR017197,PR000101,1
18229,bindingdb,DR017198,PR000034,1
18230,bindingdb,DR000532,PR000102,1
18231,bindingdb,DR017199,PR000000,1
18232,bindingdb,DR017200,PR000007,1
18233,bindingdb,DR017201,PR000061,1
18234,bindingdb,DR017202,PR000007,1
18235,bindingdb,DR017203,PR000034,1
18236,bindingdb,DR017204,PR000195,1
18237,bindingdb,DR017205,PR000037,1
18238,bindingdb,DR017206,PR000040,1
18239,bindingdb,DR017207,PR000028,1
18240,bindingdb,DR017208,PR000065,1
18241,bindingdb,DR017209,PR000065,1
18242,bindingdb,DR017210,PR000005,1
18243,bindingdb,DR017211,PR000052,1
18244,bindingdb,DR017212,PR000092,1
18245,bindingdb,DR017213,PR000089,1
18246,bindingdb,DR017214,PR000032,1
18247,bindingdb,DR017215,PR000056,1
18248,bindingdb,DR017216,PR000034,1
18249,bindingdb,DR017217,PR000025,1
18250,bindingdb,DR017218,PR000099,1
18251,bindingdb,DR017219,PR000002,1
18252,bindingdb,DR017220,PR000014,1
18253,bindingdb,DR017221,PR000026,1
18254,bindingdb,DR017222,PR000003,1
18255,bindingdb,DR017223,PR000079,1
18256,bindingdb,DR017224,PR000027,1
18257,bindingdb,DR017225,PR000242,1
18258,bindingdb,DR017226,PR000122,1
18259,bindingdb,DR017227,PR000032,1
18260,bindingdb,DR017228,PR000161,1
18261,bindingdb,DR017229,PR000037,1
18262,bindingdb,DR017230,PR000067,1
18263,bindingdb,DR017231,PR000010,1
18264,bindingdb,DR017232,PR000093,1
18265,bindingdb,DR017233,PR000154,1
18266,bindingdb,DR017234,PR000016,1
18267,bindingdb,DR017235,PR000007,1
18268,bindingdb,DR017236,PR000016,1
18269,bindingdb,DR003578,PR000113,1
18270,bindingdb,DR017237,PR000057,1
18271,bindingdb,DR017238,PR000061,1
18272,bindingdb,DR017239,PR000018,1
18273,bindingdb,DR017240,PR000062,1
18274,bindingdb,DR017241,PR000034,1
18275,bindingdb,DR017242,PR000016,1
18276,bindingdb,DR017243,PR000077,1
18277,bindingdb,DR000465,PR000065,1
18278,bindingdb,DR017244,PR000065,1
18279,bindingdb,DR017245,PR000007,1
18280,bindingdb,DR017246,PR000007,1
18281,bindingdb,DR011976,PR000027,1
18282,bindingdb,DR017247,PR000007,1
18283,bindingdb,DR017248,PR000033,1
18284,bindingdb,DR017249,PR000178,1
18285,bindingdb,DR017250,PR000226,1
18286,bindingdb,DR017251,PR000051,1
18287,bindingdb,DR017252,PR000018,1
18288,bindingdb,DR017253,PR000092,1
18289,bindingdb,DR017254,PR000135,1
18290,bindingdb,DR017255,PR000267,1
18291,bindingdb,DR011698,PR000095,1
18292,bindingdb,DR017256,PR000178,1
18293,bindingdb,DR017257,PR000000,1
18294,bindingdb,DR017258,PR000057,1
18295,bindingdb,DR017259,PR000054,1
18296,bindingdb,DR017260,PR000025,1
18297,bindingdb,DR017261,PR000013,1
18298,bindingdb,DR017262,PR000077,1
18299,bindingdb,DR017263,PR000053,1
18300,bindingdb,DR017264,PR000007,1
18301,bindingdb,DR014598,PR000034,1
18302,bindingdb,DR017265,PR000095,1
18303,bindingdb,DR000972,PR000088,1
18304,bindingdb,DR017266,PR000131,1
18305,bindingdb,DR001517,PR000115,1
18306,bindingdb,DR017267,PR000010,1
18307,bindingdb,DR017268,PR000033,1
18308,bindingdb,DR017269,PR000089,1
18309,bindingdb,DR017270,PR000086,1
18310,bindingdb,DR017271,PR000142,1
18311,bindingdb,DR017272,PR000019,1
18312,bindingdb,DR017273,PR000010,1
18313,bindingdb,DR017274,PR000038,1
18314,bindingdb,DR017275,PR000034,1
18315,bindingdb,DR017276,PR000182,1
18316,bindingdb,DR017277,PR000111,1
18317,bindingdb,DR017278,PR000065,1
18318,bindingdb,DR017279,PR000179,1
18319,bindingdb,DR017280,PR000148,1
18320,bindingdb,DR017281,PR000131,1
18321,bindingdb,DR001746,PR000002,1
18322,bindingdb,DR017282,PR000007,1
18323,bindingdb,DR017283,PR000025,1
18324,bindingdb,DR017284,PR000057,1
18325,bindingdb,DR017285,PR000187,1
18326,bindingdb,DR017286,PR000196,1
18327,bindingdb,DR008763,PR000408,1
18328,bindingdb,DR017287,PR000224,1
18329,bindingdb,DR017288,PR000019,1
18330,bindingdb,DR017289,PR000030,1
18331,bindingdb,DR017290,PR000010,1
18332,bindingdb,DR017291,PR000001,1
18333,bindingdb,DR017292,PR000092,1
18334,bindingdb,DR017293,PR000048,1
18335,bindingdb,DR017294,PR000057,1
18336,bindingdb,DR017295,PR000052,1
18337,bindingdb,DR017296,PR000154,1
18338,bindingdb,DR017297,PR000013,1
18339,bindingdb,DR017298,PR000065,1
18340,bindingdb,DR017299,PR000055,1
18341,bindingdb,DR017300,PR000086,1
18342,bindingdb,DR017301,PR000044,1
18343,bindingdb,DR017302,PR000202,1
18344,bindingdb,DR017303,PR000019,1
18345,bindingdb,DR017304,PR000000,1
18346,bindingdb,DR017305,PR000022,1
18347,bindingdb,DR017306,PR000126,1
18348,bindingdb,DR017307,PR000013,1
18349,bindingdb,DR017308,PR000012,1
18350,bindingdb,DR017309,PR000096,1
18351,bindingdb,DR017310,PR000040,1
18352,bindingdb,DR017311,PR000065,1
18353,bindingdb,DR017312,PR000158,1
18354,bindingdb,DR017313,PR000089,1
18355,bindingdb,DR017314,PR000106,1
18356,bindingdb,DR017315,PR000163,1
18357,bindingdb,DR017316,PR000003,1
18358,bindingdb,DR017317,PR000013,1
18359,bindingdb,DR017318,PR000081,1
18360,bindingdb,DR017319,PR000086,1
18361,bindingdb,DR017320,PR000018,1
18362,bindingdb,DR017321,PR000029,1
18363,bindingdb,DR017322,PR000010,1
18364,bindingdb,DR017323,PR000021,1
18365,bindingdb,DR017324,PR000098,1
18366,bindingdb,DR017325,PR000062,1
18367,bindingdb,DR017326,PR000062,1
18368,bindingdb,DR017327,PR000028,1
18369,bindingdb,DR017328,PR000021,1
18370,bindingdb,DR017329,PR000153,1
18371,bindingdb,DR017330,PR000000,1
18372,bindingdb,DR000214,PR000160,1
18373,bindingdb,DR000755,PR000409,1
18374,bindingdb,DR017331,PR000054,1
18375,bindingdb,DR017332,PR000149,1
18376,bindingdb,DR017333,PR000056,1
18377,bindingdb,DR015241,PR000039,1
18378,bindingdb,DR017334,PR000025,1
18379,bindingdb,DR017335,PR000180,1
18380,bindingdb,DR017336,PR000034,1
18381,bindingdb,DR017337,PR000062,1
18382,bindingdb,DR017338,PR000019,1
18383,bindingdb,DR017339,PR000003,1
18384,bindingdb,DR017340,PR000052,1
18385,bindingdb,DR017341,PR000079,1
18386,bindingdb,DR007289,PR000115,1
18387,bindingdb,DR017342,PR000010,1
18388,bindingdb,DR017343,PR000009,1
18389,bindingdb,DR017344,PR000105,1
18390,bindingdb,DR017345,PR000029,1
18391,bindingdb,DR017346,PR000151,1
18392,bindingdb,DR017347,PR000148,1
18393,bindingdb,DR017348,PR000033,1
18394,bindingdb,DR017349,PR000105,1
18395,bindingdb,DR017350,PR000062,1
18396,bindingdb,DR017351,PR000062,1
18397,bindingdb,DR017352,PR000031,1
18398,bindingdb,DR017353,PR000010,1
18399,bindingdb,DR017354,PR000131,1
18400,bindingdb,DR017355,PR000052,1
18401,bindingdb,DR017356,PR000019,1
18402,bindingdb,DR017357,PR000047,1
18403,bindingdb,DR017358,PR000161,1
18404,bindingdb,DR017359,PR000005,1
18405,bindingdb,DR017360,PR000114,1
18406,bindingdb,DR017361,PR000010,1
18407,bindingdb,DR017362,PR000049,1
18408,bindingdb,DR017363,PR000065,1
18409,bindingdb,DR007150,PR000105,1
18410,bindingdb,DR017364,PR000007,1
18411,bindingdb,DR017365,PR000065,1
18412,bindingdb,DR017366,PR000004,1
18413,bindingdb,DR017367,PR000013,1
18414,bindingdb,DR017368,PR000001,1
18415,bindingdb,DR017369,PR000077,1
18416,bindingdb,DR017349,PR000007,1
18417,bindingdb,DR017370,PR000098,1
18418,bindingdb,DR017371,PR000013,1
18419,bindingdb,DR017372,PR000103,1
18420,bindingdb,DR017373,PR000208,1
18421,bindingdb,DR017374,PR000074,1
18422,bindingdb,DR017375,PR000047,1
18423,bindingdb,DR017376,PR000036,1
18424,bindingdb,DR017377,PR000003,1
18425,bindingdb,DR002242,PR000034,1
18426,bindingdb,DR017378,PR000092,1
18427,bindingdb,DR017379,PR000103,1
18428,bindingdb,DR017380,PR000062,1
18429,bindingdb,DR017381,PR000018,1
18430,bindingdb,DR017382,PR000081,1
18431,bindingdb,DR017383,PR000005,1
18432,bindingdb,DR017384,PR000096,1
18433,bindingdb,DR017385,PR000039,1
18434,bindingdb,DR017386,PR000203,1
18435,bindingdb,DR017387,PR000029,1
18436,bindingdb,DR014592,PR000288,1
18437,bindingdb,DR017388,PR000019,1
18438,bindingdb,DR017389,PR000028,1
18439,bindingdb,DR017390,PR000312,1
18440,bindingdb,DR017391,PR000052,1
18441,bindingdb,DR017392,PR000057,1
18442,bindingdb,DR017393,PR000029,1
18443,bindingdb,DR017394,PR000114,1
18444,bindingdb,DR017395,PR000047,1
18445,bindingdb,DR017396,PR000015,1
18446,bindingdb,DR017397,PR000025,1
18447,bindingdb,DR017398,PR000029,1
18448,bindingdb,DR017399,PR000097,1
18449,bindingdb,DR017400,PR000003,1
18450,bindingdb,DR017401,PR000086,1
18451,bindingdb,DR017402,PR000153,1
18452,bindingdb,DR017403,PR000036,1
18453,bindingdb,DR017404,PR000065,1
18454,bindingdb,DR017405,PR000048,1
18455,bindingdb,DR017406,PR000092,1
18456,bindingdb,DR017407,PR000010,1
18457,bindingdb,DR017408,PR000042,1
18458,bindingdb,DR017409,PR000126,1
18459,bindingdb,DR000052,PR000380,1
18460,bindingdb,DR017410,PR000062,1
18461,bindingdb,DR017411,PR000062,1
18462,bindingdb,DR017412,PR000048,1
18463,bindingdb,DR017413,PR000089,1
18464,bindingdb,DR005704,PR000031,1
18465,bindingdb,DR017414,PR000010,1
18466,bindingdb,DR017415,PR000000,1
18467,bindingdb,DR017416,PR000015,1
18468,bindingdb,DR017417,PR000040,1
18469,bindingdb,DR017418,PR000151,1
18470,bindingdb,DR017419,PR000030,1
18471,bindingdb,DR017420,PR000122,1
18472,bindingdb,DR017421,PR000011,1
18473,bindingdb,DR017422,PR000013,1
18474,bindingdb,DR017423,PR000096,1
18475,bindingdb,DR017424,PR000061,1
18476,bindingdb,DR017425,PR000148,1
18477,bindingdb,DR005204,PR000194,1
18478,bindingdb,DR017426,PR000000,1
18479,bindingdb,DR017427,PR000048,1
18480,bindingdb,DR004657,PR000112,1
18481,bindingdb,DR017428,PR000126,1
18482,bindingdb,DR017429,PR000061,1
18483,bindingdb,DR017430,PR000051,1
18484,bindingdb,DR017431,PR000030,1
18485,bindingdb,DR017432,PR000062,1
18486,bindingdb,DR017433,PR000062,1
18487,bindingdb,DR017434,PR000065,1
18488,bindingdb,DR017435,PR000178,1
18489,bindingdb,DR017436,PR000168,1
18490,bindingdb,DR017437,PR000003,1
18491,bindingdb,DR017438,PR000025,1
18492,bindingdb,DR017439,PR000029,1
18493,bindingdb,DR017440,PR000063,1
18494,bindingdb,DR007903,PR000290,1
18495,bindingdb,DR017441,PR000010,1
18496,bindingdb,DR017442,PR000018,1
18497,bindingdb,DR017443,PR000011,1
18498,bindingdb,DR017444,PR000062,1
18499,bindingdb,DR017445,PR000037,1
18500,bindingdb,DR012584,PR000119,1
18501,bindingdb,DR017446,PR000032,1
18502,bindingdb,DR017447,PR000021,1
18503,bindingdb,DR017448,PR000092,1
18504,bindingdb,DR017449,PR000013,1
18505,bindingdb,DR017450,PR000055,1
18506,bindingdb,DR008229,PR000045,1
18507,bindingdb,DR017451,PR000065,1
18508,bindingdb,DR007887,PR000027,1
18509,bindingdb,DR017452,PR000125,1
18510,bindingdb,DR017453,PR000039,1
18511,bindingdb,DR017454,PR000216,1
18512,bindingdb,DR017455,PR000028,1
18513,bindingdb,DR017456,PR000010,1
18514,bindingdb,DR017457,PR000047,1
18515,bindingdb,DR017458,PR000000,1
18516,bindingdb,DR017459,PR000009,1
18517,bindingdb,DR017460,PR000070,1
18518,bindingdb,DR017461,PR000000,1
18519,bindingdb,DR017462,PR000156,1
18520,bindingdb,DR017463,PR000015,1
18521,bindingdb,DR017464,PR000094,1
18522,bindingdb,DR017465,PR000230,1
18523,bindingdb,DR000169,PR000272,1
18524,bindingdb,DR017466,PR000056,1
18525,bindingdb,DR017467,PR000057,1
18526,bindingdb,DR017468,PR000084,1
18527,bindingdb,DR004376,PR000016,1
18528,bindingdb,DR017469,PR000064,1
18529,bindingdb,DR017470,PR000032,1
18530,bindingdb,DR017471,PR000043,1
18531,bindingdb,DR017472,PR000146,1
18532,bindingdb,DR001346,PR000151,1
18533,bindingdb,DR017473,PR000131,1
18534,bindingdb,DR017474,PR000007,1
18535,bindingdb,DR017475,PR000020,1
18536,bindingdb,DR017476,PR000076,1
18537,bindingdb,DR017477,PR000095,1
18538,bindingdb,DR017478,PR000002,1
18539,bindingdb,DR017479,PR000168,1
18540,bindingdb,DR017480,PR000025,1
18541,bindingdb,DR017481,PR000116,1
18542,bindingdb,DR017482,PR000126,1
18543,bindingdb,DR017483,PR000031,1
18544,bindingdb,DR017484,PR000069,1
18545,bindingdb,DR017485,PR000003,1
18546,bindingdb,DR017486,PR000062,1
18547,bindingdb,DR017487,PR000148,1
18548,bindingdb,DR017488,PR000033,1
18549,bindingdb,DR017489,PR000062,1
18550,bindingdb,DR000169,PR000008,1
18551,bindingdb,DR014448,PR000124,1
18552,bindingdb,DR017490,PR000021,1
18553,bindingdb,DR017491,PR000013,1
18554,bindingdb,DR017492,PR000146,1
18555,bindingdb,DR017493,PR000081,1
18556,bindingdb,DR017494,PR000219,1
18557,bindingdb,DR017495,PR000045,1
18558,bindingdb,DR017496,PR000096,1
18559,bindingdb,DR017497,PR000132,1
18560,bindingdb,DR017498,PR000034,1
18561,bindingdb,DR017499,PR000048,1
18562,bindingdb,DR004744,PR000112,1
18563,bindingdb,DR017500,PR000000,1
18564,bindingdb,DR017478,PR000052,1
18565,bindingdb,DR017501,PR000057,1
18566,bindingdb,DR005554,PR000100,1
18567,bindingdb,DR017502,PR000053,1
18568,bindingdb,DR017503,PR000015,1
18569,bindingdb,DR006632,PR000103,1
18570,bindingdb,DR017504,PR000010,1
18571,bindingdb,DR017505,PR000027,1
18572,bindingdb,DR017506,PR000069,1
18573,bindingdb,DR017507,PR000096,1
18574,bindingdb,DR017508,PR000089,1
18575,bindingdb,DR004971,PR000008,1
18576,bindingdb,DR015635,PR000065,1
18577,bindingdb,DR017509,PR000028,1
18578,bindingdb,DR017510,PR000112,1
18579,bindingdb,DR017511,PR000040,1
18580,bindingdb,DR017512,PR000138,1
18581,bindingdb,DR017513,PR000010,1
18582,bindingdb,DR017514,PR000010,1
18583,bindingdb,DR017515,PR000062,1
18584,bindingdb,DR017516,PR000027,1
18585,bindingdb,DR017517,PR000000,1
18586,bindingdb,DR017518,PR000092,1
18587,bindingdb,DR017519,PR000047,1
18588,bindingdb,DR017520,PR000019,1
18589,bindingdb,DR006967,PR000027,1
18590,bindingdb,DR017521,PR000025,1
18591,bindingdb,DR003100,PR000007,1
18592,bindingdb,DR017522,PR000013,1
18593,bindingdb,DR017523,PR000127,1
18594,bindingdb,DR017524,PR000024,1
18595,bindingdb,DR017525,PR000003,1
18596,bindingdb,DR017526,PR000088,1
18597,bindingdb,DR003720,PR000204,1
18598,bindingdb,DR006632,PR000082,1
18599,bindingdb,DR017527,PR000048,1
18600,bindingdb,DR017528,PR000127,1
18601,bindingdb,DR017529,PR000185,1
18602,bindingdb,DR017530,PR000061,1
18603,bindingdb,DR017531,PR000051,1
18604,bindingdb,DR017532,PR000037,1
18605,bindingdb,DR017533,PR000125,1
18606,bindingdb,DR017534,PR000096,1
18607,bindingdb,DR017535,PR000000,1
18608,bindingdb,DR017536,PR000002,1
18609,bindingdb,DR001324,PR000147,1
18610,bindingdb,DR017537,PR000007,1
18611,bindingdb,DR017538,PR000021,1
18612,bindingdb,DR017539,PR000034,1
18613,bindingdb,DR017540,PR000171,1
18614,bindingdb,DR017541,PR000062,1
18615,bindingdb,DR017542,PR000010,1
18616,bindingdb,DR017543,PR000067,1
18617,bindingdb,DR017544,PR000097,1
18618,bindingdb,DR017545,PR000052,1
18619,bindingdb,DR017546,PR000019,1
18620,bindingdb,DR017547,PR000007,1
18621,bindingdb,DR017548,PR000013,1
18622,bindingdb,DR017549,PR000008,1
18623,bindingdb,DR017550,PR000001,1
18624,bindingdb,DR017551,PR000010,1
18625,bindingdb,DR008066,PR000088,1
18626,bindingdb,DR017552,PR000021,1
18627,bindingdb,DR017553,PR000052,1
18628,bindingdb,DR017554,PR000019,1
18629,bindingdb,DR017555,PR000034,1
18630,bindingdb,DR017556,PR000410,1
18631,bindingdb,DR017557,PR000055,1
18632,bindingdb,DR017558,PR000013,1
18633,bindingdb,DR017559,PR000008,1
18634,bindingdb,DR017560,PR000016,1
18635,bindingdb,DR017561,PR000032,1
18636,bindingdb,DR003766,PR000007,1
18637,bindingdb,DR017562,PR000013,1
18638,bindingdb,DR017563,PR000031,1
18639,bindingdb,DR017564,PR000015,1
18640,bindingdb,DR017072,PR000127,1
18641,bindingdb,DR017565,PR000032,1
18642,bindingdb,DR017566,PR000015,1
18643,bindingdb,DR017567,PR000019,1
18644,bindingdb,DR017568,PR000062,1
18645,bindingdb,DR017569,PR000051,1
18646,bindingdb,DR017570,PR000126,1
18647,bindingdb,DR017571,PR000052,1
18648,bindingdb,DR017572,PR000032,1
18649,bindingdb,DR017573,PR000018,1
18650,bindingdb,DR017574,PR000168,1
18651,bindingdb,DR017575,PR000039,1
18652,bindingdb,DR017576,PR000098,1
18653,bindingdb,DR017577,PR000015,1
18654,bindingdb,DR017578,PR000009,1
18655,bindingdb,DR017579,PR000062,1
18656,bindingdb,DR017580,PR000064,1
18657,bindingdb,DR017581,PR000043,1
18658,bindingdb,DR017582,PR000007,1
18659,bindingdb,DR017583,PR000025,1
18660,bindingdb,DR017584,PR000012,1
18661,bindingdb,DR015861,PR000065,1
18662,bindingdb,DR005202,PR000008,1
18663,bindingdb,DR017585,PR000103,1
18664,bindingdb,DR017586,PR000026,1
18665,bindingdb,DR017587,PR000052,1
18666,bindingdb,DR017588,PR000076,1
18667,bindingdb,DR017589,PR000056,1
18668,bindingdb,DR017590,PR000016,1
18669,bindingdb,DR017591,PR000061,1
18670,bindingdb,DR017592,PR000238,1
18671,bindingdb,DR017593,PR000008,1
18672,bindingdb,DR017594,PR000047,1
18673,bindingdb,DR017595,PR000062,1
18674,bindingdb,DR017596,PR000013,1
18675,bindingdb,DR017597,PR000013,1
18676,bindingdb,DR017598,PR000131,1
18677,bindingdb,DR017599,PR000092,1
18678,bindingdb,DR017600,PR000054,1
18679,bindingdb,DR017601,PR000001,1
18680,bindingdb,DR017602,PR000027,1
18681,bindingdb,DR017603,PR000057,1
18682,bindingdb,DR017604,PR000048,1
18683,bindingdb,DR017605,PR000057,1
18684,bindingdb,DR017606,PR000091,1
18685,bindingdb,DR017607,PR000096,1
18686,bindingdb,DR017608,PR000062,1
18687,bindingdb,DR017609,PR000035,1
18688,bindingdb,DR017610,PR000051,1
18689,bindingdb,DR017611,PR000117,1
18690,bindingdb,DR017612,PR000031,1
18691,bindingdb,DR017613,PR000043,1
18692,bindingdb,DR017614,PR000126,1
18693,bindingdb,DR017615,PR000015,1
18694,bindingdb,DR017616,PR000051,1
18695,bindingdb,DR017617,PR000015,1
18696,bindingdb,DR017618,PR000045,1
18697,bindingdb,DR017619,PR000051,1
18698,bindingdb,DR017620,PR000089,1
18699,bindingdb,DR017621,PR000001,1
18700,bindingdb,DR017622,PR000148,1
18701,bindingdb,DR017623,PR000111,1
18702,bindingdb,DR017624,PR000032,1
18703,bindingdb,DR017625,PR000133,1
18704,bindingdb,DR017626,PR000062,1
18705,bindingdb,DR017627,PR000068,1
18706,bindingdb,DR017628,PR000030,1
18707,bindingdb,DR017629,PR000086,1
18708,bindingdb,DR017630,PR000033,1
18709,bindingdb,DR006814,PR000100,1
18710,bindingdb,DR017631,PR000096,1
18711,bindingdb,DR017632,PR000051,1
18712,bindingdb,DR016768,PR000231,1
18713,bindingdb,DR017633,PR000081,1
18714,bindingdb,DR017634,PR000077,1
18715,bindingdb,DR017635,PR000010,1
18716,bindingdb,DR017636,PR000070,1
18717,bindingdb,DR017637,PR000004,1
18718,bindingdb,DR017638,PR000006,1
18719,bindingdb,DR017639,PR000029,1
18720,bindingdb,DR017640,PR000095,1
18721,bindingdb,DR017641,PR000057,1
18722,bindingdb,DR017642,PR000235,1
18723,bindingdb,DR017643,PR000047,1
18724,bindingdb,DR017644,PR000147,1
18725,bindingdb,DR017645,PR000047,1
18726,bindingdb,DR017646,PR000007,1
18727,bindingdb,DR017647,PR000019,1
18728,bindingdb,DR017648,PR000095,1
18729,bindingdb,DR017649,PR000054,1
18730,bindingdb,DR017650,PR000030,1
18731,bindingdb,DR017651,PR000020,1
18732,bindingdb,DR017652,PR000238,1
18733,bindingdb,DR017653,PR000047,1
18734,bindingdb,DR017654,PR000169,1
18735,bindingdb,DR017655,PR000018,1
18736,bindingdb,DR017656,PR000044,1
18737,bindingdb,DR017657,PR000081,1
18738,bindingdb,DR017658,PR000070,1
18739,bindingdb,DR017659,PR000126,1
18740,bindingdb,DR017246,PR000065,1
18741,bindingdb,DR017660,PR000019,1
18742,bindingdb,DR017661,PR000034,1
18743,bindingdb,DR017662,PR000089,1
18744,bindingdb,DR017663,PR000025,1
18745,bindingdb,DR017664,PR000256,1
18746,bindingdb,DR017665,PR000062,1
18747,bindingdb,DR017666,PR000077,1
18748,bindingdb,DR011870,PR000008,1
18749,bindingdb,DR017667,PR000005,1
18750,bindingdb,DR017668,PR000065,1
18751,bindingdb,DR017669,PR000040,1
18752,bindingdb,DR017670,PR000008,1
18753,bindingdb,DR016941,PR000065,1
18754,bindingdb,DR010883,PR000105,1
18755,bindingdb,DR017671,PR000010,1
18756,bindingdb,DR017672,PR000149,1
18757,bindingdb,DR017673,PR000025,1
18758,bindingdb,DR017674,PR000089,1
18759,bindingdb,DR017675,PR000087,1
18760,bindingdb,DR017676,PR000106,1
18761,bindingdb,DR017677,PR000010,1
18762,bindingdb,DR017678,PR000018,1
18763,bindingdb,DR017679,PR000126,1
18764,bindingdb,DR017680,PR000010,1
18765,bindingdb,DR000479,PR000013,1
18766,bindingdb,DR017681,PR000062,1
18767,bindingdb,DR017682,PR000032,1
18768,bindingdb,DR017683,PR000034,1
18769,bindingdb,DR017684,PR000001,1
18770,bindingdb,DR017685,PR000045,1
18771,bindingdb,DR017686,PR000003,1
18772,bindingdb,DR017687,PR000162,1
18773,bindingdb,DR017688,PR000303,1
18774,bindingdb,DR005031,PR000091,1
18775,bindingdb,DR017689,PR000011,1
18776,bindingdb,DR017690,PR000064,1
18777,bindingdb,DR017691,PR000051,1
18778,bindingdb,DR010283,PR000011,1
18779,bindingdb,DR017692,PR000062,1
18780,bindingdb,DR017693,PR000068,1
18781,bindingdb,DR017694,PR000015,1
18782,bindingdb,DR017695,PR000048,1
18783,bindingdb,DR017696,PR000199,1
18784,bindingdb,DR017697,PR000000,1
18785,bindingdb,DR017698,PR000234,1
18786,bindingdb,DR017699,PR000016,1
18787,bindingdb,DR015397,PR000150,1
18788,bindingdb,DR017700,PR000034,1
18789,bindingdb,DR017701,PR000115,1
18790,bindingdb,DR017702,PR000010,1
18791,bindingdb,DR017703,PR000122,1
18792,bindingdb,DR017704,PR000134,1
18793,bindingdb,DR017705,PR000290,1
18794,bindingdb,DR017706,PR000121,1
18795,bindingdb,DR009571,PR000112,1
